院校代码,院校名称,专业代码,专业名称,学制,省,城市,本专科,计划数,选考科目要求,收费标准,备注
5027,重庆师范大学,011,金融工程,4,重庆,重庆,本科,3,不提科目要求,5600,大学城校区。
5027,重庆师范大学,015,经济学,4,重庆,重庆,本科,2,不提科目要求,5600,大学城校区。
5027,重庆师范大学,017,旅游管理,4,重庆,重庆,本科,2,不提科目要求,4625,大学城校区。
5027,重庆师范大学,018,新闻学,4,重庆,重庆,本科,5,思想政治(1门科目考生必须选考方可报考),5600,大学城校区。
5027,重庆师范大学,023,工商管理类,4,重庆,重庆,本科,4,不提科目要求,5600,大学城校区。含工商管理、财务管理、人力资源管理、市场营销专业。
5027,重庆师范大学,024,汉语国际教育,4,重庆,重庆,本科,3,"思想政治,历史,地理(3门科目考生均须选考方可报考)",5600,大学城校区。
5027,重庆师范大学,025,特殊教育(师范),4,重庆,重庆,本科,3,不提科目要求,3750,大学城校区。
5027,重庆师范大学,026,历史学(师范),4,重庆,重庆,本科,5,历史(1门科目考生必须选考方可报考),3100,大学城校区。
5027,重庆师范大学,027,金融数学,4,重庆,重庆,本科,3,"物理,化学,思想政治(3门科目考生选考其中一门即可报考)",5600,大学城校区。
5027,重庆师范大学,028,教育学(师范),4,重庆,重庆,本科,3,不提科目要求,3125,大学城校区。
5028,重庆师范大学涉外商贸学院(独立学院),002,网络与新媒体,4,重庆,重庆,本科,8,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),003,金融学类,4,重庆,重庆,本科,8,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。含保险学、投资学、金融工程专业。
5028,重庆师范大学涉外商贸学院(独立学院),004,健康服务与管理,4,重庆,重庆,本科,5,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),005,经济学,4,重庆,重庆,本科,5,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),006,国际经济与贸易,4,重庆,重庆,本科,5,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),007,贸易经济,4,重庆,重庆,本科,5,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),008,英语,4,重庆,重庆,本科,5,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),009,翻译,4,重庆,重庆,本科,5,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),010,商务英语,4,重庆,重庆,本科,5,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),011,新闻学,4,重庆,重庆,本科,4,不提科目要求,14000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),016,市场营销,4,重庆,重庆,本科,4,不提科目要求,14000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),017,财务管理,4,重庆,重庆,本科,4,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),018,人力资源管理,4,重庆,重庆,本科,4,不提科目要求,14000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),019,审计学,4,重庆,重庆,本科,4,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),020,物流管理,4,重庆,重庆,本科,4,不提科目要求,14000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),021,电子商务,4,重庆,重庆,本科,8,不提科目要求,15000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5028,重庆师范大学涉外商贸学院(独立学院),022,旅游管理,4,重庆,重庆,本科,4,不提科目要求,14000,大一在铜梁校区就读，大二直至毕业在合川校区就读。
5029,重庆文理学院,003,金融数学,4,重庆,重庆,本科,2,不提科目要求,5625,红河校区。
5029,重庆文理学院,009,法学,4,重庆,重庆,本科,3,不提科目要求,5625,红河校区。
5029,重庆文理学院,010,商务英语,4,重庆,重庆,本科,2,不提科目要求,6875,红河校区。
5029,重庆文理学院,011,会展经济与管理,4,重庆,重庆,本科,2,不提科目要求,4500,星湖校区。
5031,重庆医科大学,003,公共事业管理,4,重庆,重庆,本科,1,不提科目要求,4625,
5031,重庆医科大学,004,英语,4,重庆,重庆,本科,1,不提科目要求,6250,
5031,重庆医科大学,012,护理学,4,重庆,重庆,本科,2,不提科目要求,6250,
5033,重庆邮电大学移通学院(独立学院),012,财务管理,4,重庆,重庆,本科,5,不提科目要求,15000,
5033,重庆邮电大学移通学院(独立学院),013,工商管理,4,重庆,重庆,本科,4,不提科目要求,15000,
5033,重庆邮电大学移通学院(独立学院),014,资产评估,4,重庆,重庆,本科,3,不提科目要求,15000,
5033,重庆邮电大学移通学院(独立学院),501,工商企业管理,3,重庆,重庆,高职(专科),2,不提科目要求,18000,
5033,重庆邮电大学移通学院(独立学院),502,计算机应用技术,3,重庆,重庆,高职(专科),2,不提科目要求,18000,
5033,重庆邮电大学移通学院(独立学院),503,通信技术,3,重庆,重庆,高职(专科),2,不提科目要求,18000,
5035,重庆医药高等专科学校,506,护理,3,重庆,重庆,高职(专科),3,不提科目要求,8125,大学城校区。
5101,成都工业学院,001,国际商务,4,四川,成都,本科,2,不提科目要求,3700,
5101,成都工业学院,011,物流管理,4,四川,成都,本科,2,不提科目要求,3700,
5102,成都航空职业技术学院,501,物业管理,3,四川,成都,高职(专科),3,不提科目要求,4440,
5103,成都理工大学,006,思想政治教育,4,四川,成都,本科,4,思想政治(1门科目考生必须选考方可报考),4440,
5103,成都理工大学,007,日语,4,四川,成都,本科,2,"思想政治,历史,地理(3门科目考生选考其中一门即可报考)",4440,
5103,成都理工大学,008,广告学,4,四川,成都,本科,3,不提科目要求,4440,
5104,成都理工大学工程技术学院(独立学院),005,会计学,4,四川,乐山,本科,5,不提科目要求,12500,
5104,成都理工大学工程技术学院(独立学院),006,审计学,4,四川,乐山,本科,5,不提科目要求,12500,
5104,成都理工大学工程技术学院(独立学院),501,会计,3,四川,乐山,高职(专科),4,不提科目要求,12500,
5104,成都理工大学工程技术学院(独立学院),502,工程造价,3,四川,乐山,高职(专科),4,不提科目要求,13800,
5107,成都信息工程大学,005,供应链管理,4,四川,成都,本科,2,不提科目要求,4400,龙泉校区。
5107,成都信息工程大学,020,物流管理,4,四川,成都,本科,1,不提科目要求,4400,龙泉校区。
5107,成都信息工程大学,021,电子商务,4,四川,成都,本科,1,不提科目要求,4400,龙泉校区。
5107,成都信息工程大学,022,金融工程,4,四川,成都,本科,1,不提科目要求,4400,龙泉校区。
5107,成都信息工程大学,024,会展经济与管理,4,四川,成都,本科,1,不提科目要求,4400,龙泉校区。
5107,成都信息工程大学,025,旅游管理,4,四川,成都,本科,1,不提科目要求,4400,龙泉校区。
5107,成都信息工程大学,031,会计学,4,四川,成都,本科,1,不提科目要求,4400,龙泉校区。
5107,成都信息工程大学,032,翻译,4,四川,成都,本科,1,不提科目要求,4400,航空港校区。
5107,成都信息工程大学,033,财务管理,4,四川,成都,本科,1,不提科目要求,4400,龙泉校区。
5107,成都信息工程大学,034,汉语言文学,4,四川,成都,本科,1,不提科目要求,4400,龙泉校区。
5107,成都信息工程大学,035,国际经济与贸易,4,四川,成都,本科,1,不提科目要求,4400,龙泉校区。
5108,成都银杏酒店管理学院(民办学校),001,工商管理类,4,四川,成都,本科,5,不提科目要求,15000,含市场营销、会计学、财务管理、人力资源管理、审计学、物业管理、文化产业管理专业。
5108,成都银杏酒店管理学院(民办学校),003,外国语言文学类,4,四川,成都,本科,5,不提科目要求,15000,含英语、商务英语专业。
5108,成都银杏酒店管理学院(民办学校),004,旅游管理类,4,四川,成都,本科,5,不提科目要求,15000,含旅游管理、酒店管理、会展经济与管理专业。
5108,成都银杏酒店管理学院(民办学校),501,酒店管理,3,四川,成都,高职(专科),5,不提科目要求,12000,
5109,成都大学,001,护理学,4,四川,成都,本科,4,不提科目要求,4100,
5109,成都大学,002,学前教育(师范),4,四川,成都,本科,4,不提科目要求,3700,
5109,成都大学,003,法学,4,四川,成都,本科,4,"思想政治,历史(2门科目考生选考其中一门即可报考)",3700,
5109,成都大学,005,建筑学,4,四川,成都,本科,3,"物理,历史,地理(3门科目考生选考其中一门即可报考)",5500,
5109,成都大学,006,文化产业管理,4,四川,成都,本科,3,不提科目要求,3700,
5109,成都大学,008,社会工作,4,四川,成都,本科,2,不提科目要求,3700,
5109,成都大学,013,小学教育(师范),4,四川,成都,本科,4,不提科目要求,3700,
5109,成都大学,015,英语,4,四川,成都,本科,6,不提科目要求,3700,
5109,成都大学,501,工程造价(中外合作办学),3,四川,成都,高职(专科),10,不提科目要求,22000,
5114,电子科技大学成都学院(独立学院),013,国际经济与贸易,4,四川,成都,本科,4,不提科目要求,16500,
5114,电子科技大学成都学院(独立学院),015,电子商务,4,四川,成都,本科,5,不提科目要求,16500,
5114,电子科技大学成都学院(独立学院),017,工商管理类,4,四川,成都,本科,5,不提科目要求,16500,含审计学、财务管理专业。
5115,乐山师范学院,001,市场营销,4,四川,乐山,本科,5,不提科目要求,3700,
5115,乐山师范学院,002,心理学,4,四川,乐山,本科,6,不提科目要求,4100,
5115,乐山师范学院,003,新闻学,4,四川,乐山,本科,6,思想政治(1门科目考生必须选考方可报考),3700,
5117,绵阳师范学院,001,物流管理,4,四川,绵阳,本科,1,不提科目要求,3700,高新校区。
5117,绵阳师范学院,002,英语(师范),4,四川,绵阳,本科,1,不提科目要求,3700,高新校区。
5117,绵阳师范学院,004,汉语言文学(师范),4,四川,绵阳,本科,1,不提科目要求,3700,高新校区。
5118,内江师范学院,003,外国语言文学类,4,四川,内江,本科,4,不提科目要求,3700,含英语、翻译专业。
5118,内江师范学院,004,汉语言文学,4,四川,内江,本科,4,历史(1门科目考生必须选考方可报考),3700,
5120,四川大学,003,法学,4,四川,成都,本科,6,不提科目要求,4440,江安校区。
5120,四川大学,004,中国语言文学类,4,四川,成都,本科,8,不提科目要求,4440,江安校区。含汉语言文学、汉语国际教育专业。
5120,四川大学,005,经济学类,4,四川,成都,本科,10,不提科目要求,4440,江安校区。含国际经济与贸易、经济学、国民经济管理、财政学专业。
5120,四川大学,006,工商管理类,4,四川,成都,本科,6,不提科目要求,4440,江安校区。含市场营销、财务管理、人力资源管理专业。
5120,四川大学,007,汉语言文学(基地班),4,四川,成都,本科,3,不提科目要求,4440,江安校区。
5120,四川大学,008,金融学类,4,四川,成都,本科,5,不提科目要求,4440,江安校区。含金融学、金融工程专业。
5120,四川大学,009,日语,4,四川,成都,本科,2,不提科目要求,4440,江安校区。
5120,四川大学,016,社会工作,4,四川,成都,本科,3,不提科目要求,4440,江安校区。
5120,四川大学,017,新闻传播学类,4,四川,成都,本科,12,不提科目要求,4440,江安校区。含新闻学、广告学、网络与新媒体专业。
5120,四川大学,018,英语,4,四川,成都,本科,4,不提科目要求,4440,江安校区。
5120,四川大学,023,公共管理类,4,四川,成都,本科,10,不提科目要求,4440,江安校区。含行政管理、劳动与社会保障、土地资源管理专业。
5120,四川大学,034,档案学,4,四川,成都,本科,3,不提科目要求,4440,江安校区。
5120,四川大学,035,信息资源管理,4,四川,成都,本科,3,不提科目要求,4440,江安校区。
5120,四川大学,038,建筑学,5,四川,成都,本科,2,"物理,历史,地理(3门科目考生选考其中一门即可报考)",6600,江安校区。
5121,四川大学锦城学院(独立学院),001,物流管理,4,四川,成都,本科,2,不提科目要求,17000,
5121,四川大学锦城学院(独立学院),002,建筑学,5,四川,成都,本科,2,"物理,历史,地理(3门科目考生选考其中一门即可报考)",17000,
5121,四川大学锦城学院(独立学院),005,网络与新媒体,4,四川,成都,本科,3,不提科目要求,17000,
5121,四川大学锦城学院(独立学院),008,汉语国际教育,4,四川,成都,本科,3,"思想政治,历史,地理(3门科目考生选考其中一门即可报考)",17000,
5121,四川大学锦城学院(独立学院),009,金融学类,4,四川,成都,本科,3,"物理,思想政治,历史(3门科目考生选考其中一门即可报考)",17000,含金融学、保险学、投资学专业。
5121,四川大学锦城学院(独立学院),010,新闻学,4,四川,成都,本科,2,不提科目要求,17000,
5121,四川大学锦城学院(独立学院),011,人力资源管理,4,四川,成都,本科,2,"思想政治,历史,地理(3门科目考生选考其中一门即可报考)",17000,
5121,四川大学锦城学院(独立学院),012,市场营销,4,四川,成都,本科,2,"思想政治,历史,地理(3门科目考生选考其中一门即可报考)",17000,
5121,四川大学锦城学院(独立学院),013,电子商务,4,四川,成都,本科,2,不提科目要求,17000,
5122,四川大学锦江学院(独立学院),002,会计学,4,四川,眉山,本科,3,不提科目要求,17000,
5122,四川大学锦江学院(独立学院),003,人力资源管理,4,四川,眉山,本科,3,不提科目要求,17000,
5122,四川大学锦江学院(独立学院),004,财务管理,4,四川,眉山,本科,3,不提科目要求,17000,
5122,四川大学锦江学院(独立学院),008,国际经济与贸易,4,四川,眉山,本科,2,不提科目要求,17000,
5122,四川大学锦江学院(独立学院),009,经济学,4,四川,眉山,本科,2,不提科目要求,17000,
5123,四川工程职业技术学院,503,会计,3,四川,德阳,高职(专科),2,不提科目要求,3700,
5124,四川国际标榜职业学院(民办学校),501,护理,3,四川,成都,高职(专科),10,不提科目要求,15000,
5124,四川国际标榜职业学院(民办学校),502,家具设计与制造,3,四川,成都,高职(专科),10,不提科目要求,12000,
5124,四川国际标榜职业学院(民办学校),503,医学美容技术,3,四川,成都,高职(专科),10,不提科目要求,15000,
5124,四川国际标榜职业学院(民办学校),504,学前教育,3,四川,成都,高职(专科),10,不提科目要求,15000,
5125,四川建筑职业技术学院,501,建筑工程技术,3,四川,德阳,高职(专科),6,"物理,地理(2门科目考生选考其中一门即可报考)",4100,
5126,四川交通职业技术学院,501,物流管理,3,四川,成都,高职(专科),1,不提科目要求,3700,
5126,四川交通职业技术学院,504,会计,3,四川,成都,高职(专科),3,不提科目要求,3700,
5129,四川农业大学,005,国际经济与贸易,4,四川,雅安,本科,4,不提科目要求,4440,成都校区。
5129,四川农业大学,007,土地资源管理,4,四川,雅安,本科,4,不提科目要求,4440,成都校区。
5129,四川农业大学,011,人文地理与城乡规划,4,四川,雅安,本科,4,"物理,化学,地理(3门科目考生选考其中一门即可报考)",4920,成都校区。
5129,四川农业大学,015,旅游管理,4,四川,雅安,本科,4,不提科目要求,4440,都江堰校区。
5129,四川农业大学,018,城乡规划,5,四川,雅安,本科,4,"物理,历史,地理(3门科目考生选考其中一门即可报考)",6600,都江堰校区。
5129,四川农业大学,021,电子商务,4,四川,雅安,本科,4,不提科目要求,4440,都江堰校区。
5129,四川农业大学,022,财务管理,4,四川,雅安,本科,4,不提科目要求,4440,成都校区。
5129,四川农业大学,023,资产评估,4,四川,雅安,本科,4,不提科目要求,4440,都江堰校区。
5129,四川农业大学,024,风景园林,5,四川,雅安,本科,4,"物理,生物,地理(3门科目考生选考其中一门即可报考)",6600,成都校区。
5129,四川农业大学,025,工商管理,4,四川,雅安,本科,7,不提科目要求,4440,成都校区。
5129,四川农业大学,026,农林经济管理,4,四川,雅安,本科,4,不提科目要求,4440,成都校区。
5129,四川农业大学,027,英语,4,四川,雅安,本科,3,不提科目要求,4440,雅安校区。
5129,四川农业大学,028,广告学,4,四川,雅安,本科,3,不提科目要求,4440,雅安校区。
5129,四川农业大学,031,农村区域发展,4,四川,雅安,本科,3,不提科目要求,4440,成都校区。
5129,四川农业大学,044,经济学,4,四川,雅安,本科,7,不提科目要求,4440,成都校区。
5129,四川农业大学,047,人力资源管理,4,四川,雅安,本科,3,不提科目要求,4440,雅安校区。
5131,四川师范大学,001,经济学,4,四川,成都,本科,2,不提科目要求,3700,成龙校区。
5131,四川师范大学,003,思想政治教育,4,四川,成都,本科,2,思想政治(1门科目考生必须选考方可报考),3700,狮子山校区。
5131,四川师范大学,004,法学,4,四川,成都,本科,2,"思想政治,历史(2门科目考生选考其中一门即可报考)",3700,狮子山校区。
5131,四川师范大学,007,学前教育,4,四川,成都,本科,2,不提科目要求,3700,狮子山校区。
5131,四川师范大学,008,小学教育,4,四川,成都,本科,2,不提科目要求,3700,狮子山校区。
5131,四川师范大学,009,网络与新媒体,4,四川,成都,本科,2,不提科目要求,3700,狮子山校区。
5131,四川师范大学,010,秘书学,4,四川,成都,本科,2,"思想政治,历史(2门科目考生选考其中一门即可报考)",3700,狮子山校区。
5131,四川师范大学,011,汉语国际教育,4,四川,成都,本科,2,"思想政治,历史,地理(3门科目考生选考其中一门即可报考)",3700,狮子山校区。
5131,四川师范大学,012,英语,4,四川,成都,本科,2,不提科目要求,3700,成龙校区。
5131,四川师范大学,013,汉语言文学,4,四川,成都,本科,3,"思想政治,历史,地理(3门科目考生选考其中一门即可报考)",3700,狮子山校区。
5131,四川师范大学,016,地理科学类,4,四川,成都,本科,2,"物理,化学,地理(3门科目考生选考其中一门即可报考)",4100,成龙校区。含地理科学、自然地理与资源环境、人文地理与城乡规划、地理信息科学专业。
5131,四川师范大学,018,历史学,4,四川,成都,本科,2,历史(1门科目考生必须选考方可报考),3700,狮子山校区。
5132,四川工商学院(民办学校),001,市场营销,4,四川,成都,本科,2,不提科目要求,15600,眉山校区。
5132,四川工商学院(民办学校),003,金融工程,4,四川,成都,本科,2,不提科目要求,15600,眉山校区。
5132,四川工商学院(民办学校),006,学前教育,4,四川,成都,本科,2,不提科目要求,15600,眉山校区。
5132,四川工商学院(民办学校),007,财务管理,4,四川,成都,本科,2,不提科目要求,15600,眉山校区。
5133,成都文理学院(民办学校),001,市场营销,4,四川,成都,本科,6,不提科目要求,17000,
5133,成都文理学院(民办学校),002,经济学,4,四川,成都,本科,8,不提科目要求,17000,
5133,成都文理学院(民办学校),003,工商管理,4,四川,成都,本科,6,不提科目要求,17000,
5133,成都文理学院(民办学校),004,会计学,4,四川,成都,本科,10,不提科目要求,17000,
5136,四川外国语大学成都学院(独立学院),001,新闻学,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),002,国际商务,4,四川,成都,本科,2,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),003,电子商务,4,四川,成都,本科,2,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),004,会展经济与管理,4,四川,成都,本科,2,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),005,德语,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),006,俄语,4,四川,成都,本科,4,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),007,法语,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),008,汉语国际教育,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),009,汉语言文学,4,四川,成都,本科,6,不提科目要求,17000,宜宾校区。
5136,四川外国语大学成都学院(独立学院),010,英语,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),011,国际经济与贸易,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),012,学前教育,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),013,捷克语,4,四川,成都,本科,2,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),014,波兰语,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),015,葡萄牙语,4,四川,成都,本科,2,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),016,翻译,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),017,意大利语,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),018,商务英语,4,四川,成都,本科,5,不提科目要求,17000,宜宾校区。
5136,四川外国语大学成都学院(独立学院),019,泰语,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),020,日语,4,四川,成都,本科,5,不提科目要求,17000,宜宾校区。
5136,四川外国语大学成都学院(独立学院),021,朝鲜语,4,四川,成都,本科,2,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),022,西班牙语,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5136,四川外国语大学成都学院(独立学院),023,阿拉伯语,4,四川,成都,本科,3,不提科目要求,17000,成都校区。
5139,西华大学,001,物流工程,4,四川,成都,本科,4,不提科目要求,3700,
5139,西华大学,002,文化产业管理,4,四川,成都,本科,3,不提科目要求,3700,
5139,西华大学,004,资产评估,4,四川,成都,本科,2,不提科目要求,3700,
5139,西华大学,005,财务管理,4,四川,成都,本科,4,不提科目要求,3700,
5139,西华大学,006,保险学,4,四川,成都,本科,4,不提科目要求,3700,
5139,西华大学,007,国际经济与贸易,4,四川,成都,本科,3,不提科目要求,3700,
5140,西华师范大学,002,经济学,4,四川,南充,本科,5,不提科目要求,3700,
5140,西华师范大学,006,历史学(师范),4,四川,南充,本科,5,"历史,地理(2门科目考生选考其中一门即可报考)",3700,
5140,西华师范大学,007,会计学,4,四川,南充,本科,5,不提科目要求,3700,
5141,西南财经大学,001,法学(法学与金融学双学位),4,四川,成都,本科,1,不提科目要求,4600,柳林校区。
5141,西南财经大学,002,经济与贸易类,4,四川,成都,本科,3,不提科目要求,8000,柳林校区。含国际商务(双语实验班)、国际经济与贸易(双语实验班)专业。
5141,西南财经大学,003,外国语言文学类,4,四川,成都,本科,3,不提科目要求,4600,柳林校区。含英语、商务英语专业。
5141,西南财经大学,005,法学(法学与会计学双学位),4,四川,成都,本科,1,不提科目要求,4400,柳林校区。
5141,西南财经大学,006,会计学,4,四川,成都,本科,2,不提科目要求,4600,柳林校区。
5141,西南财经大学,007,市场营销(中外合作办学)(金融服务与营销),4,四川,成都,本科,8,不提科目要求,69000,柳林校区。
5141,西南财经大学,008,工商管理类,4,四川,成都,本科,3,不提科目要求,4400,柳林校区。含工商管理、市场营销、旅游管理、供应链管理专业。
5141,西南财经大学,009,工商管理(双语实验班),4,四川,成都,本科,2,不提科目要求,8000,柳林校区。
5141,西南财经大学,013,投资学,4,四川,成都,本科,1,不提科目要求,4600,柳林校区。
5141,西南财经大学,014,金融数学,4,四川,成都,本科,2,不提科目要求,4600,柳林校区。
5141,西南财经大学,015,金融数学(中外合作办学)(金融服务与量化分析方向),4,四川,成都,本科,5,不提科目要求,76000,柳林校区。
5141,西南财经大学,016,金融学类,4,四川,成都,本科,4,不提科目要求,4600,柳林校区。含金融学、金融工程、信用管理专业。
5141,西南财经大学,017,财政学类,4,四川,成都,本科,3,不提科目要求,4400,柳林校区。含财政学、税收学专业。
5141,西南财经大学,018,经济学(国家经济学基础人才培养基地班),4,四川,成都,本科,4,不提科目要求,4600,柳林校区。
5141,西南财经大学,019,经济统计学,4,四川,成都,本科,3,不提科目要求,4600,柳林校区。
5141,西南财经大学,020,金融学(证券与期货方向),4,四川,成都,本科,2,不提科目要求,4600,柳林校区。
5141,西南财经大学,021,金融学(双语实验班),4,四川,成都,本科,2,不提科目要求,8000,柳林校区。
5141,西南财经大学,022,保险学,4,四川,成都,本科,1,不提科目要求,4600,柳林校区。
5141,西南财经大学,023,金融学(智能金融与区块链金融),4,四川,成都,本科,1,不提科目要求,4900,柳林校区。联合学士学位项目。
5141,西南财经大学,024,财务管理,4,四川,成都,本科,3,不提科目要求,4600,柳林校区。
5141,西南财经大学,025,会计学(中外合作办学),4,四川,成都,本科,3,不提科目要求,69000,柳林校区。
5141,西南财经大学,026,会计学(注册会计师专门化方向),4,四川,成都,本科,2,不提科目要求,4600,柳林校区。
5141,西南财经大学,027,审计学,4,四川,成都,本科,1,不提科目要求,4600,柳林校区。
5141,西南财经大学,028,物流管理(中外合作办学)(运营管理与商务分析方向),4,四川,成都,本科,5,不提科目要求,76000,柳林校区。
5141,西南财经大学,029,电子商务,4,四川,成都,本科,2,不提科目要求,4600,柳林校区。
5141,西南财经大学,030,会计学(双语实验班),4,四川,成都,本科,2,不提科目要求,8000,柳林校区。
5142,西南财经大学天府学院(独立学院),001,金融学,4,四川,绵阳,本科,4,不提科目要求,17000,前3年在绵阳校区，第4年在成都校区。
5142,西南财经大学天府学院(独立学院),002,会计学,4,四川,绵阳,本科,6,不提科目要求,17000,前3年在德阳校区，第4年在成都校区。
5143,西南交通大学,013,应用心理学,4,四川,成都,本科,5,不提科目要求,4500,成都犀浦校区。
5143,西南交通大学,014,汉语国际教育,4,四川,成都,本科,2,"思想政治,历史,地理(3门科目考生选考其中一门即可报考)",4500,成都犀浦校区。
5143,西南交通大学,015,法学,4,四川,成都,本科,1,不提科目要求,4500,成都九里校区。
5143,西南交通大学,016,外国语言文学类,4,四川,成都,本科,9,"思想政治,历史,地理(3门科目考生选考其中一门即可报考)",4500,成都犀浦校区。含英语、翻译、日语、德语、法语专业。
5143,西南交通大学,022,政治学与行政学,4,四川,成都,本科,5,不提科目要求,4500,成都九里校区。
5143,西南交通大学,035,新闻传播学类,4,四川,成都,本科,6,不提科目要求,4500,成都犀浦校区。含传播学、广告学专业。
5143,西南交通大学,038,思想政治教育,4,四川,成都,本科,1,思想政治(1门科目考生必须选考方可报考),4500,成都犀浦校区。
5144,西南科技大学,012,电子商务,4,四川,绵阳,本科,3,不提科目要求,4440,
5144,西南科技大学,013,中国语言文学类,4,四川,绵阳,本科,6,不提科目要求,4440,含汉语言文学、汉语国际教育专业。
5144,西南科技大学,014,物流管理,4,四川,绵阳,本科,3,不提科目要求,4440,
5144,西南科技大学,016,外国语言文学类,4,四川,绵阳,本科,3,不提科目要求,4440,含英语、翻译、商务英语专业。大一在西山校区就读，后三年在校本部就读。
5144,西南科技大学,017,西班牙语,4,四川,绵阳,本科,3,不提科目要求,4440,大一在西山校区就读，后三年在校本部就读。
5145,西南民族大学,002,金融学类,4,四川,成都,本科,2,不提科目要求,4400,航空港校区。含金融学、金融工程、保险学、投资学专业。
5145,西南民族大学,003,历史学类,4,四川,成都,本科,2,"历史,地理(2门科目考生选考其中一门即可报考)",4400,航空港校区。含历史学、文物与博物馆学专业。
5145,西南民族大学,004,公共管理类,4,四川,成都,本科,2,不提科目要求,4400,航空港校区。含公共事业管理、行政管理专业。
5145,西南民族大学,005,社会学类,4,四川,成都,本科,3,不提科目要求,4400,航空港校区。含社会学、社会工作专业。
5145,西南民族大学,007,城乡规划,5,四川,成都,本科,2,"物理,生物,地理(3门科目考生选考其中一门即可报考)",6600,航空港校区。进校后须加试徒手画。
5145,西南民族大学,008,法学,4,四川,成都,本科,2,不提科目要求,4400,航空港校区。
5145,西南民族大学,013,汉语言文学,4,四川,成都,本科,2,不提科目要求,4400,航空港校区。
5145,西南民族大学,014,国际经济与贸易,4,四川,成都,本科,2,不提科目要求,4400,航空港校区。
5145,西南民族大学,015,财务管理,4,四川,成都,本科,2,不提科目要求,4400,航空港校区。
5145,西南民族大学,016,英语,4,四川,成都,本科,2,不提科目要求,4400,航空港校区。
5146,西南石油大学,002,工商管理类,4,四川,成都,本科,2,不提科目要求,4440,成都校区。含工商管理、市场营销专业。
5146,西南石油大学,006,会计学,4,四川,成都,本科,2,不提科目要求,4440,成都校区。
5147,宜宾学院,002,工商管理,4,四川,宜宾,本科,3,不提科目要求,3700,
5147,宜宾学院,004,知识产权,4,四川,宜宾,本科,2,"思想政治,历史(2门科目考生选考其中一门即可报考)",3700,
